path,resolution,series,sys_id,img_id,short_name,format,long_name
500/watercolour_sys02_img57_portal.jpg,500,watercolour,sys02,img57,portal,jpg,Portal
500/watercolour_sys02_img57_portal.png,500,watercolour,sys02,img57,portal,png,Portal
500/watercolour_sys02_img60_salt-stone-storm.jpg,500,watercolour,sys02,img60,salt-stone-storm,jpg,"Gods of Salt, Stone, and Storm"
500/watercolour_sys02_img60_salt-stone-storm.png,500,watercolour,sys02,img60,salt-stone-storm,png,"Gods of Salt, Stone, and Storm"
500/watercolour_sys02_img61_amanecer-de-invierno.jpg,500,watercolour,sys02,img61,amanecer-de-invierno,jpg,El Último Amanecer de Invierno
500/watercolour_sys02_img61_amanecer-de-invierno.png,500,watercolour,sys02,img61,amanecer-de-invierno,png,El Último Amanecer de Invierno
500/watercolour_sys02_img67_woodland-spirits.jpg,500,watercolour,sys02,img67,woodland-spirits,jpg,Woodland Spirits
500/watercolour_sys02_img67_woodland-spirits.png,500,watercolour,sys02,img67,woodland-spirits,png,Woodland Spirits
8000/watercolour_sys02_img32_percolate.jpg,8000,watercolour,sys02,img32,percolate,jpg,Percolate
8000/watercolour_sys02_img32_percolate.png,8000,watercolour,sys02,img32,percolate,png,Percolate
8000/watercolour_sys02_img34_teacup-ocean.jpg,8000,watercolour,sys02,img34,teacup-ocean,jpg,Ocean in a Teacup
8000/watercolour_sys02_img34_teacup-ocean.png,8000,watercolour,sys02,img34,teacup-ocean,png,Ocean in a Teacup
8000/watercolour_sys02_img37_gentle-descent.jpg,8000,watercolour,sys02,img37,gentle-descent,jpg,Gentle Descent
8000/watercolour_sys02_img37_gentle-descent.png,8000,watercolour,sys02,img37,gentle-descent,png,Gentle Descent
8000/watercolour_sys02_img41_stormy-seas.jpg,8000,watercolour,sys02,img41,stormy-seas,jpg,Stormy Seas
8000/watercolour_sys02_img41_stormy-seas.png,8000,watercolour,sys02,img41,stormy-seas,png,Stormy Seas
8000/watercolour_sys02_img42_turmeric.jpg,8000,watercolour,sys02,img42,turmeric,jpg,Turmeric Against Grey Tuesday
8000/watercolour_sys02_img42_turmeric.png,8000,watercolour,sys02,img42,turmeric,png,Turmeric Against Grey Tuesday
8000/watercolour_sys02_img43_torn-and-frayed.jpg,8000,watercolour,sys02,img43,torn-and-frayed,jpg,Torn and Frayed
8000/watercolour_sys02_img43_torn-and-frayed.png,8000,watercolour,sys02,img43,torn-and-frayed,png,Torn and Frayed
8000/watercolour_sys02_img47_inferno.jpg,8000,watercolour,sys02,img47,inferno,jpg,Seventh Circle
8000/watercolour_sys02_img47_inferno.png,8000,watercolour,sys02,img47,inferno,png,Seventh Circle
8000/watercolour_sys02_img48_storm-cell.jpg,8000,watercolour,sys02,img48,storm-cell,jpg,Storm Cell / Air Elemental
8000/watercolour_sys02_img48_storm-cell.png,8000,watercolour,sys02,img48,storm-cell,png,Storm Cell / Air Elemental
8000/watercolour_sys02_img49_tonal-earth.jpg,8000,watercolour,sys02,img49,tonal-earth,jpg,Tonal Earth
8000/watercolour_sys02_img49_tonal-earth.png,8000,watercolour,sys02,img49,tonal-earth,png,Tonal Earth
8000/watercolour_sys02_img51_kintsugi-dreams.jpg,8000,watercolour,sys02,img51,kintsugi-dreams,jpg,Kintsugi Dreams
8000/watercolour_sys02_img51_kintsugi-dreams.png,8000,watercolour,sys02,img51,kintsugi-dreams,png,Kintsugi Dreams
8000/watercolour_sys02_img53_departure.jpg,8000,watercolour,sys02,img53,departure,jpg,Departure
8000/watercolour_sys02_img53_departure.png,8000,watercolour,sys02,img53,departure,png,Departure
8000/watercolour_sys02_img57_portal.jpg,8000,watercolour,sys02,img57,portal,jpg,Portal
8000/watercolour_sys02_img57_portal.png,8000,watercolour,sys02,img57,portal,png,Portal
8000/watercolour_sys02_img60_salt-stone-storm.jpg,8000,watercolour,sys02,img60,salt-stone-storm,jpg,"Gods of Salt, Stone, and Storm"
8000/watercolour_sys02_img60_salt-stone-storm.png,8000,watercolour,sys02,img60,salt-stone-storm,png,"Gods of Salt, Stone, and Storm"
8000/watercolour_sys02_img61_amanecer-de-invierno.jpg,8000,watercolour,sys02,img61,amanecer-de-invierno,jpg,El Último Amanecer de Invierno
8000/watercolour_sys02_img61_amanecer-de-invierno.png,8000,watercolour,sys02,img61,amanecer-de-invierno,png,El Último Amanecer de Invierno
8000/watercolour_sys02_img67_woodland-spirits.jpg,8000,watercolour,sys02,img67,woodland-spirits,jpg,Woodland Spirits
8000/watercolour_sys02_img67_woodland-spirits.png,8000,watercolour,sys02,img67,woodland-spirits,png,Woodland Spirits
